Step,Time,Temperature,Potential,LJ,PME,Nb14_LJ,Nb14_EE,Bond,Angle,Dihedral
100,0.000000,0.016594,0.001936,0.011080,0.000349,0.000338,0.000177,0.000857,0.001296,0.000095
200,0.000000,0.023006,0.011393,0.451522,0.052227,0.036368,0.004179,0.036544,0.038478,0.063646
300,0.000000,0.752500,0.107681,0.435709,0.136206,0.339150,0.118310,1.093721,0.644397,0.100606
400,0.000000,0.000000,0.039840,0.564844,0.038707,0.297044,0.148557,0.152835,0.522107,0.107058
500,0.000000,0.052947,0.031298,0.665060,0.093502,1.058888,0.245296,2.441084,0.195535,0.738768
600,0.000000,0.430164,0.005815,0.170539,0.002986,1.886571,0.178145,3.082746,0.385916,0.085601
700,0.000000,0.320852,0.037694,0.635513,0.123222,0.389255,0.181944,1.872742,0.437603,0.317070
800,0.000000,0.429383,0.074545,0.215406,0.083742,1.170423,0.127490,3.510046,0.271493,0.758697
900,0.000000,0.707067,0.144188,0.849199,0.023597,2.284920,0.126919,2.694286,0.509922,0.121073
1000,0.000000,0.894609,0.025212,0.252236,0.100519,0.016023,0.407766,3.684679,2.960648,0.321270
