step,pressure
100.000000,-147.060000
200.000000,-98.350000
300.000000,-281.420000
400.000000,-308.510000
500.000000,-164.500000
600.000000,-143.060000
700.000000,-255.690000
800.000000,-167.640000
900.000000,-99.940000
1000.000000,-165.810000
1100.000000,-107.580000
1200.000000,-89.790000
1300.000000,-103.270000
1400.000000,103.850000
1500.000000,12.600000
1600.000000,-106.520000
1700.000000,-7.800000
1800.000000,-101.660000
1900.000000,-68.770000
2000.000000,-105.940000
2100.000000,-167.230000
2200.000000,-81.250000
2300.000000,-41.020000
2400.000000,-51.300000
2500.000000,-68.980000
2600.000000,-83.770000
2700.000000,-164.180000
2800.000000,-139.040000
2900.000000,-164.910000
3000.000000,-74.360000
3100.000000,-206.070000
3200.000000,-23.370000
3300.000000,-49.560000
3400.000000,-49.930000
3500.000000,-103.510000
3600.000000,-114.370000
3700.000000,-143.950000
3800.000000,-96.700000
3900.000000,-96.610000
4000.000000,-54.150000
4100.000000,-36.000000
4200.000000,-64.450000
4300.000000,-136.600000
4400.000000,-70.350000
4500.000000,1.790000
4600.000000,8.610000
4700.000000,11.270000
4800.000000,-89.580000
4900.000000,-129.100000
5000.000000,-126.280000
