Step,Time,Temperature,Potential,LJ,PME,Nb14_LJ,Nb14_EE,Bond,Angle,Dihedral
100,0.000000,0.016632,0.003727,1.999445,0.215535,0.016600,0.000675,0.040452,0.005978,0.001141
200,0.000000,0.132026,0.022845,0.335731,0.053448,0.020988,0.014475,0.046516,0.022110,0.035869
300,0.000000,0.321906,0.105479,0.803804,0.166176,0.018581,0.062334,0.100828,0.075745,0.028715
400,0.000000,0.201072,0.037861,1.054577,0.079575,0.169608,0.045988,0.508052,0.202633,0.049431
500,0.000000,0.262485,0.086354,0.665224,0.129805,0.029963,0.031539,0.180903,0.160315,0.122630
600,0.000000,0.127086,0.098633,1.206920,0.064054,0.415098,0.034758,1.289600,0.037724,0.213822
700,0.000000,0.449661,0.050945,1.368192,0.164991,0.085504,0.114883,0.057231,0.003718,0.059098
800,0.000000,0.299611,0.134521,1.671493,0.266366,0.009043,0.026962,0.348012,0.414353,0.088838
900,0.000000,0.946498,0.035730,0.853530,0.109283,0.047076,0.026889,0.703475,0.088534,0.013375
1000,0.000000,0.706072,0.003579,0.320002,0.033030,0.201577,0.108177,0.445767,0.239457,0.234868
1100,0.000000,0.066731,0.157279,0.353616,0.144355,0.186734,0.028969,0.159478,0.774355,0.669534
1200,0.000000,0.143128,0.138513,1.350576,0.232233,0.802046,0.026022,0.934030,0.156676,0.025084
1300,0.000000,0.100200,0.044016,0.775563,0.118021,0.047458,0.069974,0.638953,0.439521,0.078843
1400,0.000000,0.740962,0.100681,0.207602,0.046430,0.103777,0.053779,0.040573,0.357939,0.099076
1500,0.000000,0.954812,0.175134,0.280280,0.161480,0.372884,0.006333,1.068531,1.009665,0.170846
1600,0.000000,0.685250,0.047778,0.513618,0.009494,0.043650,0.037386,0.395716,0.374271,0.491562
1700,0.000000,0.129931,0.101898,0.112132,0.066276,0.279437,0.010616,0.330027,0.052871,0.023449
1800,0.000000,1.358669,0.198525,1.354479,0.003119,0.380179,0.040251,0.761207,0.077003,0.419062
1900,0.000000,0.484448,0.198438,0.068129,0.156060,0.002395,0.060797,0.909542,0.176600,0.242509
2000,0.000000,0.036711,0.062441,0.761206,0.033556,0.148258,0.194950,0.901516,0.114845,0.402481
2100,0.000000,0.392967,0.061672,0.354349,0.091936,0.497668,0.045314,1.943774,0.515897,0.205370
2200,0.000000,0.033332,0.090460,0.591834,0.024583,0.170026,0.039534,0.971910,0.732969,0.194131
2300,0.000000,0.526211,0.117285,0.160615,0.079984,0.237851,0.084853,0.727688,0.636619,0.114316
2400,0.000000,0.431693,0.064948,0.045974,0.052902,0.419549,0.165664,2.441305,0.105568,0.056535
2500,0.000000,0.252660,0.065450,0.184830,0.061267,0.274666,0.038278,0.591494,0.034795,0.100328
2600,0.000000,0.637217,0.019607,0.332857,0.016458,0.422819,0.148945,0.184119,0.501759,0.165515
2700,0.000000,0.069897,0.029827,0.355634,0.063362,0.393579,0.127440,1.781403,1.157711,0.090672
2800,0.000000,0.254181,0.002085,0.463174,0.027063,0.300753,0.080336,0.041480,0.919843,0.030676
2900,0.000000,0.262162,0.017726,0.287933,0.045425,0.242888,0.047981,1.121499,0.687788,0.180084
3000,0.000000,0.394564,0.037324,0.214778,0.000415,0.119991,0.089157,0.666863,0.636730,0.125990
3100,0.000000,0.143257,0.091996,0.286902,0.093609,0.747214,0.113210,0.168875,0.111604,0.423641
3200,0.000000,0.487056,0.072537,0.956715,0.046369,0.268204,0.159887,0.587042,0.029739,0.285932
3300,0.000000,1.104696,0.045803,0.048796,0.041232,0.383315,0.070001,0.734009,0.042273,0.155969
3400,0.000000,0.463735,0.059382,0.204162,0.047621,0.430501,0.264431,0.741996,0.504174,0.081695
3500,0.000000,1.798767,0.057850,0.150725,0.017646,0.835506,0.071976,1.256856,0.180488,0.035045
3600,0.000000,0.079840,0.052377,0.458718,0.001730,0.085382,0.013052,1.650054,0.442799,0.076255
3700,0.000000,0.506245,0.114065,0.709301,0.014185,0.008746,0.028885,0.606101,0.586512,0.545207
3800,0.000000,0.589872,0.049225,0.019703,0.053814,0.578304,0.198893,0.567577,1.263166,0.125246
3900,0.000000,0.043550,0.059670,0.408510,0.026935,0.403201,0.178925,0.342298,0.017849,0.226870
4000,0.000000,0.110671,0.111001,1.218657,0.205445,0.634377,0.007509,1.929461,0.459088,0.026260
4100,0.000000,0.070453,0.094317,1.594106,0.110597,0.539930,0.097857,0.296740,0.073297,0.002094
4200,0.000000,0.043456,0.123350,0.390564,0.134844,0.216935,0.056035,1.550585,1.291775,0.153116
4300,0.000000,0.679483,0.191436,0.748455,0.053663,0.176342,0.074044,1.145033,0.357015,0.187490
4400,0.000000,0.140154,0.039022,0.167192,0.054309,0.047876,0.157916,0.937858,0.334719,0.403556
4500,0.000000,0.864419,0.189882,0.660411,0.060779,0.363237,0.031304,0.208536,0.159934,0.321278
4600,0.000000,0.385869,0.149823,0.048203,0.088574,0.185099,0.174887,0.441776,0.759473,0.103795
4700,0.000000,0.609289,0.107991,1.857902,0.114205,0.517347,0.022946,1.738641,0.609808,0.227488
4800,0.000000,1.311093,0.024048,1.396621,0.162914,0.081907,0.252391,1.344156,0.860781,0.154747
4900,0.000000,0.217563,0.047596,1.332558,0.131387,0.081570,0.231587,1.290768,0.349149,0.313601
5000,0.000000,0.036612,0.001126,0.914953,0.111422,0.562921,0.139224,0.636983,0.234487,0.234913
