Step,Time,Temperature,Potential,LJ,PME,Nb14_LJ,Nb14_EE,Bond,Angle,Dihedral
100,0.000000,0.009968,0.002464,0.007388,0.001186,0.000682,0.000029,0.005206,0.002310,0.000955
200,0.000000,0.520712,0.064764,0.323822,0.071707,0.058729,0.013073,0.366243,0.407486,0.019075
300,0.000000,0.451647,0.151242,1.691491,0.267643,0.192916,0.023435,0.924054,0.062240,0.412851
400,0.000000,0.951715,0.076819,0.470400,0.010811,0.487294,0.371286,1.906745,0.296840,0.031863
500,0.000000,0.207088,0.085060,0.172139,0.069771,0.410873,0.033947,1.297472,0.563986,0.331289
600,0.000000,0.480464,0.146498,0.381612,0.129350,0.065611,0.187025,1.201005,0.442478,0.526767
700,0.000000,0.272625,0.092063,0.955148,0.157069,0.039980,0.040977,2.134324,0.090407,0.662807
800,0.000000,0.607782,0.009424,1.684151,0.175021,0.046594,0.088183,0.996948,0.684051,0.036668
900,0.000000,0.247770,0.016231,1.968790,0.236650,1.669631,0.235219,0.866547,0.728227,0.207926
1000,0.000000,0.651011,0.182377,1.489847,0.274972,0.683201,0.305340,1.538624,1.456612,0.072022
1100,0.000000,1.009767,0.017493,0.038080,0.046403,0.453912,0.331946,0.295843,1.600872,0.894781
1200,0.000000,2.350932,0.035052,0.182008,0.065309,0.441942,0.173527,2.387011,0.070217,0.303823
1300,0.000000,0.449985,0.166311,0.134988,0.093570,0.607624,0.098563,2.921845,1.517679,0.155549
1400,0.000000,0.538564,0.010004,0.899622,0.126368,1.385752,0.331488,2.437589,0.714646,0.150696
1500,0.000000,0.436739,0.022544,0.882096,0.128693,0.564922,0.089256,3.244924,2.418308,0.143216
1600,0.000000,0.577433,0.008878,0.004011,0.008529,0.684778,0.078811,0.560598,1.016708,0.081635
1700,0.000000,1.015296,0.024658,0.072416,0.050430,0.634683,0.221647,1.794388,0.454892,0.180422
1800,0.000000,0.964352,0.018995,1.904377,0.247468,0.110857,0.054520,0.525100,2.989839,0.400959
1900,0.000000,0.147241,0.073078,0.922228,0.154023,0.429982,0.039352,0.184427,0.116858,0.266191
2000,0.000000,0.258190,0.023740,0.640485,0.097933,0.026340,0.050499,0.640931,1.323167,0.025894
2100,0.000000,0.308290,0.011331,0.319997,0.035214,2.819791,0.421733,3.442287,2.092369,0.167450
2200,0.000000,1.318229,0.077529,0.152014,0.099224,1.021961,0.225391,0.753720,0.454754,0.028265
2300,0.000000,0.351712,0.011234,1.259369,0.150553,0.714544,0.080152,2.113468,0.916312,0.973820
2400,0.000000,0.220220,0.209444,0.599206,0.100190,0.624012,0.165564,2.320726,0.359207,0.186805
2500,0.000000,0.260496,0.154449,0.542725,0.051198,0.447770,0.067138,0.434016,0.507186,0.461863
2600,0.000000,1.155188,0.060938,1.346337,0.095006,2.973719,0.176062,1.234794,1.235324,0.408906
2700,0.000000,0.730268,0.015884,2.136241,0.252435,0.812072,0.009757,2.493956,1.449290,0.552536
2800,0.000000,0.090346,0.332060,1.908061,0.441416,0.894471,0.047858,2.438613,1.930501,0.023210
2900,0.000000,0.364988,0.162152,0.779659,0.210977,1.225067,0.290244,0.164600,0.937070,0.344649
3000,0.000000,0.794238,0.026575,1.364300,0.162008,1.038699,0.316988,0.168267,1.712466,0.258826
3100,0.000000,0.617201,0.135568,0.732006,0.036366,0.288939,0.205742,2.659752,0.086479,0.405178
3200,0.000000,0.694608,0.125170,0.378458,0.073999,0.108990,0.279731,3.371289,0.182639,0.512200
3300,0.000000,1.049174,0.010161,0.124517,0.053360,0.090344,0.093296,3.792520,0.925387,0.036059
3400,0.000000,1.161491,0.104078,0.337137,0.035582,0.723504,0.073606,2.494313,1.362922,0.428490
3500,0.000000,0.185005,0.028685,0.450809,0.021747,0.137122,0.119850,4.012594,0.876877,0.476347
3600,0.000000,1.201385,0.029423,0.203780,0.003701,0.010066,0.118097,0.881077,2.644429,1.073686
3700,0.000000,0.320146,0.151311,0.897754,0.017557,1.198777,0.089142,1.591756,2.202490,0.269773
3800,0.000000,0.242245,0.086810,2.207110,0.236403,0.319081,0.106408,0.112611,1.322441,0.584857
3900,0.000000,0.834146,0.073394,0.245635,0.003421,0.792687,0.266033,2.170286,2.221002,0.016964
4000,0.000000,0.280339,0.093442,1.391502,0.156784,1.116566,0.242111,1.258457,0.573652,0.133775
4100,0.000000,1.002676,0.104485,1.242070,0.093351,0.322042,0.268471,1.311319,0.228288,0.286686
4200,0.000000,0.563961,0.096447,1.011767,0.122262,0.814946,0.097863,3.973671,1.304265,0.004958
4300,0.000000,0.293681,0.063114,0.871665,0.016913,1.844855,0.412820,1.455816,0.182437,0.761629
4400,0.000000,0.111231,0.214846,0.616708,0.195340,0.508241,0.359844,6.652882,0.683987,0.211636
4500,0.000000,0.409176,0.077065,0.370319,0.009363,0.137684,0.201701,0.378010,0.747496,0.035290
4600,0.000000,0.187030,0.354612,0.745666,0.343377,0.219226,0.592018,1.626483,2.310069,0.122666
4700,0.000000,0.469947,0.108185,0.750291,0.136114,2.053824,0.211138,4.660185,0.789116,0.086908
4800,0.000000,0.003339,0.374345,0.155668,0.264676,0.486139,0.358076,0.294378,2.408695,0.138970
4900,0.000000,0.043904,0.038753,0.235649,0.018310,0.377080,0.234080,2.096994,0.577818,0.307114
5000,0.000000,0.594813,0.059739,0.137684,0.093671,0.881328,0.162739,3.844226,0.669210,0.212222
