Step,Time,Temperature,Potential,LJ,PME,Nb14_LJ,Nb14_EE,Bond,Angle,Dihedral
100,0.000000,0.009717,0.001187,0.001785,0.000700,0.000331,0.000059,0.000984,0.000000,0.000472
200,0.000000,0.045091,0.011695,0.222643,0.014570,0.009588,0.002472,0.025165,0.018215,0.000849
300,0.000000,0.077267,0.035478,0.400674,0.014323,0.013126,0.011321,0.034661,0.096502,0.004055
400,0.000000,0.343586,0.019522,0.075051,0.008832,0.172464,0.003915,0.130264,0.040734,0.020335
500,0.000000,1.874703,0.070262,0.435003,0.095345,0.053288,0.057014,0.165990,0.107869,0.100292
600,0.000000,0.123269,0.027353,0.293627,0.054157,0.260386,0.010887,0.590492,0.105906,0.131107
700,0.000000,0.780998,0.010363,0.320560,0.032429,0.367756,0.000914,0.327149,0.253270,0.098069
800,0.000000,0.305339,0.062298,0.359186,0.082659,0.126587,0.016714,0.515609,0.308399,0.019613
900,0.000000,0.710923,0.028113,1.681020,0.124663,0.340590,0.047720,0.224493,0.509969,0.172785
1000,0.000000,0.885442,0.009383,1.470081,0.188953,0.239812,0.115742,0.641957,0.551418,0.104073
