Step,Time,Temperature,Potential,LJ,PME,Nb14_LJ,Nb14_EE,Bond,Angle,Dihedral
100,0.000000,0.009816,0.000800,0.009280,0.000349,0.000680,0.000177,0.001302,0.000969,0.000475
200,0.000000,0.568463,0.036101,0.274851,0.053557,0.034556,0.007813,0.044716,0.045052,0.017809
300,0.000000,0.891461,0.105954,0.106821,0.065291,0.063599,0.070185,0.194627,0.336981,0.046530
400,0.000000,1.400187,0.061080,0.414784,0.077174,0.180125,0.006041,0.541926,0.376228,0.089855
500,0.000000,0.089570,0.041477,0.217185,0.024130,0.435788,0.034045,0.602613,0.233492,0.028894
600,0.000000,0.995661,0.149743,0.707634,0.040009,0.038764,0.005994,0.607582,0.145363,0.131816
700,0.000000,0.026979,0.028593,0.807426,0.071197,0.779772,0.160458,0.729338,0.688197,0.259059
800,0.000000,0.676261,0.179623,0.991877,0.233290,0.405408,0.088377,0.179104,0.617343,0.645141
900,0.000000,0.588314,0.246364,0.896121,0.253665,0.321260,0.095925,0.372247,1.106601,0.221615
1000,0.000000,0.741087,0.230308,1.115786,0.252653,0.356900,0.096483,1.172207,1.235527,0.073370
